"filename", "language", "Markdown", "YAML", "Dart", "Diff", "Python", "JSON", "C++", "CMake", "Swift", "XML", "Properties", "HTML", "comment", "blank", "total"
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/app_colors.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 50
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/app_theme.dart", "Dart", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 138
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/app_typography.dart", "Dart", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13, 132
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/glass.dart", "Dart", 0, 0, 695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 122, 1008
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/widgets/calm_light_background.dart", "Dart", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 31, 272
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/widgets/glass_panel.dart", "Dart", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10, 104
"/home/ahmed/Desktop/Quran2U/lib/ui_v2/widgets/q_kit.dart", "Dart", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 31, 260
"/home/ahmed/Desktop/Quran2U/lightmode_diff.patch", "Diff", 0, 0, 0, 3499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 3571
"/home/ahmed/Desktop/Quran2U/linux/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 25, 129
"/home/ahmed/Desktop/Quran2U/linux/flutter/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 10, 89
"/home/ahmed/Desktop/Quran2U/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 5, 24
"/home/ahmed/Desktop/Quran2U/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 6, 16
"/home/ahmed/Desktop/Quran2U/linux/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
"/home/ahmed/Desktop/Quran2U/linux/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"/home/ahmed/Desktop/Quran2U/linux/runner/main.cc", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/home/ahmed/Desktop/Quran2U/linux/runner/my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 26, 29, 149
