"filename", "language", "YAML", "Properties", "XML", "Dart", "Python", "Markdown", "JSON", "Diff", "C++", "CMake", "HTML", "Swift", "comment", "blank", "total"
"/home/ahmed/Desktop/Quran2U/README.md", "Markdown", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"/home/ahmed/Desktop/Quran2U/analysis_options.yaml", "YAML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 4, 29
"/home/ahmed/Desktop/Quran2U/android/app/src/debug/AndroidManifest.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"/home/ahmed/Desktop/Quran2U/android/app/src/main/AndroidManifest.xml", "XML", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 89
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable-v21/launch_background.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/launch_background.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/widget_background.xml", "XML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/widget_cell_active.xml", "XML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/widget_cell_normal.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/widget_pill.xml", "XML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
